question,answer
Why are developers expected to estimate tasks at all?,"Why are developers expected to estimate tasks at all...[when i]n my ideal world, management would simply tell me which task they want me to work on next and then as it proceeds ask for a regular update of what percentage of completion it is at. It would then be the manager's responsibility to extrapolate my likely completion date, learn my accuracy over time, adjust to it and manage expectations of upper management. Most of your question is really a rant about how things work at your workplace. Discussions about toxic workplace practices per se are out of scope for PMSE. In addition, your ideal of just plodding along and expecting the rest of the organization to adapt itself to you is unrealistic, and completely unmoored from the purpose of business, which is to make money by providing a product or service within a given schedule, scope, and cost. The company's customers also have goals, deadlines, and budgets that need to be met, so you're basically positing a world where nothing can be predicted and your personal cadence sets the pace for the entire market. That's unreasonable on its face. That said, estimating poorly or failing to use modern techniques such as batch and queue theory to manage estimates certainly leads to poor results. That's what agile frameworks address: the inaccuracy of estimates that aren't based on small, estimable, and sustainable batches that can be successfully delivered at a predictable cadence. There are even people who advocate for flow and cadence as the estimation tool (using the poorly-named #noestimates hashtag on Twitter), but there must still be bounding boxes around any project that has constraints. Your X/Y problem is that you have a problem with your company setting deadlines that you can't meet, then asking you to estimate tasks in a way that leads to inaccurate estimates and blame when deadlines are missed. That is ""X"". You have decided that not having deadlines or estimates is the solution to your problem, and posit this solution ""Y"" as the answer to the perceived process problem solely as it affects you. Unless you shift the frame to include the rest of your team, other parts of the organization, and a business perspective then you are simply venting rather than becoming part of a constructive solution. Implicit in your X/Y problem is a lack of effective communication with your middle management and senior leadership; possibly even within your team. You need to address the communications gap before you can do anything else. Aside from your frustration, your team and organization need to address the root cause of unmet expectations. Selling projects without sufficient controls on scope, schedule, and budget is a non-starter, so your team and the company should both understand what the constraints are. It is unlikely that it is your job to define any of these constraints, but it is certainly your responsibility to talk with your team and with line management if you are continuously working on ""death march"" projects. It is likely that one or more of the following need to happen: The first few points are things that can be fixed in any organization once a root cause is identified and acknowledged. The last few points are really just workplace advice, which seems necessary because your current framing of the issue doesn't take anyone into account but you. If you are unhappy or a bad fit, your only realistic options are collaborate with your leadership on solving whatever underlying process problems exist or moving on to another role that makes you happier. Project management is the practice and profession of delivering a finite product or service within the constraints of scope, schedule, budget, and quality. All projects have constraints, and all successfully-managed projects have controls to manage those constraints within acceptable tolerances. While how the constraints are controlled may vary, the need for controlling project constraints will not go away. Trying to wish project management into the cornfield is not a useful endeavor. Instead, see if you can be part of the solution. If not, brush off your resume and move on."
Employee gave themselves very negative self-evaluation - how to handle the situation?,"He is communicating a message to you that has nothing to do with the self appraisal or what he thinks of himself.  You asked him to fill out a form, and he returned it to you with three small, inconsequential items and blanks everywhere else.  Mark hit it: he's not happy about something and he is letting you know.  It could be as simple as he is not happy in his current role or something more cancerous like your appraisal of him is immaterial and he is barely paying attention. So, I'd advise not to approach it like, 'you don't think you accomplished anything last year?'  Instead, open up a dialogue and find out what is on his mind, bigger picture.  This would be about you asking questions and letting him answer, with most of the talking coming from him.  How are your listening skills?"
Where to Find a Desktop Kanban board application? [closed],"Check out Microsoft OneNote.  A page of a section of a notebook can be treated as kanban board.
E.g. you may create dedicated page for each project iteration/phase.
For each project you may create dedicated section.  It has several ways for sharing: There are several nice features also: Sample image of the one of my project. Although it is not Kanban board, it is enough to demonstrate the idea.
"
"Kanban, moving items back? Or how do you manage mistakes?","Since one of Kanban rules is to make policies explicit you should define what exactly ""QA"" stage in your process means and what kind of activities it covers. One of common approaches is that such stage covers both testing and fixing bugs, which means that it is perfectly normal to work on the code, namely fix bugs, when a feature is in QA stage. Of course you can choose an isolated approach as well, where unless feature is fully tested and decision is made whether it is good or not nothing in code changes. Note however that such approach basically hampers the flow as you create formal, and possibly multiple, hand-offs during testing/bug fixing stage. Thus, my first advice would be to treat your QA stage as the one covering both testing and bug fixing which basically renders the problem of moving index cards anywhere irrelevant. Additionally, since basically you should first deal with the features which are closer to completion a team member should first deal with any bugs they do have in features being tested and only then move to new features. Note: that I don't necessarily consider that a feature, which we found bug in, should automatically be blocked. If this is rather common situation I wouldn't do that. If you overuse blockers they don't have that much of value anymore. Besides, the question is: do you really need to treat it as emergency and swarm over a feature when just a couple of bugs are fund there? Other ideas to deal with the problem: You may think of moving cards back but personally I don't recommend it. It just adds a lot of hassle. You can have policies that you can violate limits in such situation (as Siddhi suggests) but still I'd say the chaos it introduces isn't worth the value you may gain. You may ""park"" features which didn't pass testing. You may have dedicated subcolumn where you put such features so everyone knows that they require bug-fixing. Additionally you may decide whether these features count to your limits or not. I wrote more on such approach here. You may just visualize status of testing, e.g. testing started, testing passed, testing failed, with additional visual signal and keep the index cards in QA column. You get the same information you'd get with moving cards back but it doesn't introduce chaos to the board. I mentioned and described such approach here. You may deal with bugs using additional information radiator, usually not a full-blown Kanban board. Then, again, you keep the index cards in QA stage but you deal with bugs independently. Joakim Sunden shares a neat method to deal with such tasks. Either way my advice would be to start with a simplest possible method which seems to work. You probably neither want nor need a complex tool to cope with the problem, thus the first idea to just define the process in a way that makes the issue non-existent. By the way: QA comes from Quality Assurance which is way more than testing or QC (Quality Control) which is what you seem to do in your QA stage. Read more here."
How do I measure employee (software developer) performance based on bugs created?,"Please be careful when using these kind of measurements as KPIs. If you do this, I predict the following: This article by Esther Derby suggests alternatives to using KPIs in pay reviews. There's a growing body of evidence that suggests that using performance as a way of measuring pay is destructive. My experience is certainly that it encourages heroism and a blame culture rather than team work, particularly when the KPIs are measuring unwanted items."
What is kanban?,"Kanban is a method for developing products with an emphasis on just-in-time delivery while not overloading the developers. It emphasizes that developers pull work from a queue, and the process, from definition of a task to its delivery to the customer, is displayed for participants to see. 5 core properties: Personally, I think this mini-book is one of the best and fastest introductions to Scrum and Kanban. Here is an example of a whiteboard to be used in Kanban
"
How to deal with a team member who keeps missing deadlines?,"I'd approach the issue from two sides: Measuring progress. If you set a big task which is either done or not the only thing you can get is information whether it is done or not. Zero or one. However if you, or discussed person, split the task to a set of smaller pieces of work you can more easily tell where you are - we have 3 out of 12 done which means that you're ahead/behind/on target according to the schedule. You can do this as well as asking for updates of percent complete but then you are more likely to hear that you're going with the plan from 0 to 90% and then everything is stuck. Also to avoid waiting to the last moment for the information you're not getting what you expected set a more frequent update schedule. You want to hear current status every n hours/days/whatever. You may need to remind the person to deliver their status update, but hopefully they can learn to do this. If not you have a problem somewhere else as well (with the basic work organization of the discussed team member). Clearly setting expectations. This is something we often forget about. We don't tell what exactly we do expect from team members. In other words if we don't tell we need to hear about the slip at the very minute you're falling behind the schedule, we shouldn't expect everyone would willingly come to tell us about that. If we don't tell we need regular status updates in specific time slots, we hardly get any. If we don't clearly explain that being CCed on email doesn't mean we are able to decide whether we are on time or not, people may assume that. Whatever method we choose in point 1. we should clearly explain what we expect or request from the team member (or team members). Without that we can address the issue to our communication problems and not discussed person's bad self-organization and poor communication."
What are the signs of an incompetent project manager? [closed],"An incompetent PM fails to go to bat for his or her team when the devs are right and the customer is wrong. This doesn't mean that we don't bend over backward to satisfy the customer's needs, but that the PM does have a spine and is looking out for the team's interests.  One example of this would be the customer demanding an unreasonable schedule that the team either can't make or can only make through unreasonable amounts of overtime.  It's the PMs job to shield the team. Along with this, a PM who doesn't understand the political landscape or is ineffective in maneuvering through it will struggle.  Politics, office and otherwise, are a fact of life and a PM must be adept at building and using political capital for the good of the company and the team. A PM who says the wrong things to the wrong people at the wrong time and wastes the teams capital is incompetent. An incompetent PM doesn't know or care about the technology or details of the project. Unless the PM is also a developer, it isn't expected that the PM have the technical background to implement the project, but he/she should have enough to understand the team's problems (and solutions) and be able to accurately represent them to others in non-technical terms."
Should bugs be treated as stories or as tasks?,"I use a modified version of Scrum with my teams in week long sprints.  The product backlog is ordered from top to bottom in order of importance.  The development team takes items off the top of the stack and works on them. If the feature isn't done at the end of the week, we talk about what will be done at the end of the next sprint, and work continues on the incomplete items. In Managing Bugs in Scrum, the author, Mark Summer, suggests treating bugs as the same as a partially implemented feature.  If you really think about it, that's exactly what a bug is.  It's a specific part of a feature that is not completely implemented. I currently have a bug list and a feature list.  I am considering merging them and treating the bugs as incomplete features, as suggested by the blog author.  This will greatly simplify the challenges I face in prioritizing tasks, and it will make it easier for developers to pull tasks off the product backlog stack."
Daily standup vs. Micro-management,"If you ask this question, or even if you have troubles answering it, you are likely a victim of dark scrum. A daily scrum meeting, done right, has no micro-management. Terms have power, and dark scrum is one of these potentially important terms that I would like to see spread. Scrum was never made for this kind of micro-management, and its mis-use can have dire consequences for developers, projects and scrum itself (as a concept). If you can, consider using the term ""dark scrum"". from the linked page(ronjeffries.com), EDIT: I emphasize that below is a description of ""dark scrum"": Every day, the team is supposed to get together and organize the day’s work. This practice, the “Daily Scrum”, is imposed on the typical team. There might be one person in the room, the ScrumMaster, who has been told how it should be done. The programmers haven’t been told. Quite often, even the Product Owner hasn’t been told. Almost certainly other power holders haven’t been told. But the power holder already knows his job. His job is to stay on top of what everyone is doing, make sure they’re doing the right things, and redirect them if they’re not. How convenient that there’s a mandatory meeting where he can do that, every single day! The result: instead of the team rallying around their joint mission and sorting out a good approach for the day, someone else drags information of of them, processes it in their head, and then tells everyone what to do. Since nothing ever goes quite as we expected yesterday morning, this improper activity often comes with a lot of blame-casting and tension. Dark Scrum oppresses the team every day. Self-organization cannot emerge."
Why do all the teams that I have worked with always finish a sprint without completion of all the stories?,"I cannot speak to your particular situation but yes, it is pretty common that not everything is done. This is in fact a logical consequence of the structure of the team, and you being a developer are in a prime position to appreciate it.  If I were to ask you “do you run a server at 100% load?” you would likely laugh in my face. So I might follow up with “OK if that is ridiculous, what sort of load is acceptable?” and you might offer a number of responses including simply “how do you define load?”  But I think we could settle on the idea that more or less no matter what the definitions are, you would not like server loads above, say, 10-25% of capacity: certainly not much above 50%. And were I to ask you “why not?” you would very likely first give the Wrong Answer: that you’re worried about hardware failure. That’s a fair point but usually if you’re doing it right you’re already guarding against that risk. And then second you would give the Right Answer: that you’re worried about latency spikes. If the server doesn’t have spare capacity, it can’t begin a new request until it is done finishing up old ones. And that’s true of people, too. The core problem is that a sprint model typically assumes one way or another that there is 100% developer load, and developers respond by padding out their estimates with safety buffer so that they can hopefully only operate under 50% load or so. Then you have natural problems dealing with the same two problems: hardware failure (employee burnout) and latency spikes (hey, Legal said one week ago that Floozels must only be awarded for the Flotsam that is also Jetsam—why isn’t this fixed now?!). In practice nobody wants to accept the latency spikes and so they simply throw story points of developer time out of the current sprint in order to keep latency low with their bosses and the business at large. Similarly any “some other issues came up” workloads appearing in stand-up have the same origin. So your developers are taking care of their own health and that means some amount of doing non-work, and this sometimes bleeds into losing story points; and your developers are doing one-off requests or unexpected workloads, and that sometimes bleeds into losing story points. Those are the two main sources.  In fact the problem is somewhat larger than this because safety factor in estimates is much much bigger than even the typical advice to “always multiply estimates by N” suggests. The reason is that the private estimate for completion completes the goal with, say, a 90-95% probability, which for realistic situations might already add a factor of 2 of safety versus the 50/50 chance of completion that we should idealistically be able to target; furthermore a PM then buffers those estimates with some additional padding anywhere from 20-100% when communicating with the business as a whole. Take any software project, and something like three-quarters or more is safety buffer. We devs would be completely scandalized at the idea that any project would ever run over-time or over-budget if we understood how much safety buffer we have to spare to complete it. The typical excuses we give, “oh we will be late because in our last week a hurricane took out our data center causing all of our systems to be down for several days, but the team worked together and pushed really hard and we got everything working and we’re only going to be late by three days” are laughable simply because given the safety buffer we should have delivered way before that hurricane hit. So there is a paradox of we have huge safety buffers and we still deliver late. The solution to the paradox must be waste; we must be wasting all of that precious safety buffer. This happens in many different forms and enumerating all of them would make this answer very long. However I think we need to point the finger first squarely at management simply because the developers lied in the first place; they padded their estimates first from 50% to 95% and then they added another factor-of-two on top of that, and this means that management has not created a space where they feel safe in being totally honest with their estimates. Why do I feel free to take care of myself by answering a question on Project Management SE? Because I am at the start of a sprint and everything has luxurious unspent safety buffer still and so nothing seems desperately urgent. Come back to me on the last three days of the sprint and see if I am still on PMSE, heh. I can also give a quick sort of aspirational vision for how to solve it. In theory there is a dependency graph of tasks-to-be-done for your Sprint Goal or any other release you have, and it typically involves some real stinkers that nobody wants to take on, like “figure out why the QA server is crashing even though we have implemented workarounds to make it not crash so that QA is unblocked, we have no idea what’s causing it, good luck, don’t break anything.”  If you think about commits on this sprint to your develop or master branch, you see that even though the dependencies are in many cases not enough to structure the thing completely, the tasks will ultimately form a directed acyclic graph and there is some critical path from sprint-start to sprint completion: the path through this graph of work-as-done which takes the longest amount of time. Then there are several side-paths—other devs working on important things which are not on this critical path—which have to merge into that critical path.  I don't care about them unless they delay the critical path, really: people can be free to goof off within some reason on their side-paths. In the ideal project there is therefore at any given time exactly one developer who is in a state of panic. They are working on the critical path, and they know that this responsibility is upon them. The critical path is something of a baton or hot potato that they are looking to pass off to the next person as soon as they can; and they are given considerable power to loop in other developers to help them with their task, or to compromise scope of their feature to be good enough to pass the baton on. PMs and other facilitators have several roles: They coordinate dynamical changes to the critical path. Suppose the schedule looks like this: in this diagram, Alice and Bob are on a side-path; they both have a 50/50 shot of completing in 2 units of time, Bob’s work can’t start until Alice’s is merged. They share a safety buffer of 3 units of time for their thing before it merges into the critical path; it is needed when Carol hands off her changes to Dan; she has a 50/50 shot of completing in 7 units of time. Now when this schedule meets reality, you have to accept lots of “it’ll be done when it’s done” and trust these four to be doing their best; Carol is aware that the entire project right now is riding on her work and is in the state of panic. But what can happen is that Alice was pulled into something else and it is t=3 and she has at least one time unit before she can finish and hand it on to Bob at t=4; but Carol is estimating that her task was much easier than expected and is going to be handed on to Dan at t=5 or t=6. So in theory facilitators should be noticing when the safety buffers on these side projects are running out or when the tasks on the critical path are getting done early (either alone is enough to potentially lead to a shifting of the critical path) and letting folks like Carol know that they’re no longer custodians of the hot-potato: that it has shifted and they can relax a little because now the person who is most affecting our precious safety buffer and hence our ability to meet the deadline is Bob, who now needs to feel that responsibility. If facilitators can do all of that with compassion then they can build a trust and hypothetically deliver projects significantly faster, because the key feature here is that we are treating the safety buffer as a precious resource. Teammates are under pressure proportionate to their ability to affect that buffer: the ones who most affect it are therefore not wasting it with “oh let me go check Reddit...”. The others are allowed to rest so that you get the benefits of a well-rested team. And finally, we do not waste anything we get when someone delivers early because we communicate. Note that this is a very pretty vision but I have to attach some caveats. This is not a universal structure of all business. It is a derivation of some general principles for a specific context where every object being produced is a fundamentally new artistic endeavor and only is produced by some big complicated cooperative effort. Your software teams may be working in a different business sector which does not work this way: for example Valve no longer makes big software games to be bought for a big price tag but instead makes skins and user customizations sold on Steam to get a lot of micro-sales; one can imagine that the Valve Before would have strongly benefited from this sort of structure whereas the Valve After probably would not see those sorts of returns. But those sorts of patterns are pretty common in software development so it is reasonable to think that many software shops would benefit from something looking similar to this."
"Is it bad manners or practice to request ""Read Receipt"" to all mails sent from my account?",Always seems unprofessional to me and can lead to bad project management. Just because someone received the email 
What is the Project Management book that left the most impact on you?,"The Mythical Man-Month by Fred Brooks Coming from a software development background, this was the first book I read that was written from a project management perspective.  A lot of the lessons discussed are deeply ingrained in the software industry and are considered common knowledge, if not common sense.  Some of the mistakes pointed out by Brooks are still being made today, so it appears (unfortunately) that the lessons are timeless. Brooks' classic essay No Silver Bullet is included in the MMM 20th anniversary edition that I have, but you can also read it at the link provided."
